"Explicit URL","Type","Published","Is featured?","Visibility in catalog","Tax status","In stock?","Backorders allowed?","Sold individually?","Allow customer reviews?","Parent","Categories","Name","Short description","Regular price","Description","SKU","Images","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variable","1","0","visible","taxable","1","0","0","1",,"Automobiles & Motocycle","AirPure- Eliminate All Smells And Smoke From Your Car","You will no longer be bothered by passive smoking and horrible odors. Check out exactly what our revolutionary air purification system is capable of!

Use it in the car or home
Eliminate smoke and odors in seconds
Eliminate smoke and odors in seconds",29,"ABOUT AIRPURE
Whether indoors or outdoors, there are harmful particles and bacteria that are threatening our health, weakening and damaging our lungs. Even our immune systems are affected by this harmful air. AirPure Will instantly eleiminate all the smoke, odor and harmful bateria from your car or home.

Instantly Eliminate Odors and Smoke
Can be used in the car and at home
Ideal for car smokers





		SKU: N/A


	Category: Automobiles & Motocycle","4310","https://www.myshopwala.com/wp-content/uploads/2018/09/img_about.jpg,https://www.myshopwala.com/wp-content/uploads/2018/09/img_about1.jpg,https://www.myshopwala.com/wp-content/uploads/2018/09/img_about2.jpg,https://www.myshopwala.com/wp-content/uploads/2018/09/img_about3.jpg","Quantity ","1 Unit, 2 Units, 3 Units, 4 Units, 5 Units","1","1","Choose an option","1 Unit,2 Units,3 Units,4 Units,5 Units","0","1"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variation","1","0","visible","taxable","1","0","0","0","4310",,"AirPure- Eliminate All Smells And Smoke From Your Car - 1 Unit",,29,,,,,,,,"Choose an option","1 Unit","0","1"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variation","1","0","visible","taxable","1","0","0","0","4310",,"AirPure- Eliminate All Smells And Smoke From Your Car - 2 Units",,29,,,,,,,,"Choose an option","2 Units","0","1"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variation","1","0","visible","taxable","1","0","0","0","4310",,"AirPure- Eliminate All Smells And Smoke From Your Car - 3 Units",,29,,,,,,,,"Choose an option","3 Units","0","1"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variation","1","0","visible","taxable","1","0","0","0","4310",,"AirPure- Eliminate All Smells And Smoke From Your Car - 4 Units",,29,,,,,,,,"Choose an option","4 Units","0","1"
"https://www.myshopwala.com/product/airpure-eliminate-all-smells-and-smoke-from-your-car/","variation","1","0","visible","taxable","1","0","0","0","4310",,"AirPure- Eliminate All Smells And Smoke From Your Car - 5 Units",,29,,,,,,,,"Choose an option","5 Units","0","1"
"https://www.myshopwala.com/product/airwatch-affordable-smartwatch-that-everyone-can-enjoy/","simple","1","0","visible","taxable","1","0","0","1",,"Electrical & Tools","AirWatch – Affordable Smartwatch that Everyone can Enjoy","Simple to use, easy to wear, smartwatches are multi-functional; users can make and receive calls, see information about their health like counting steps, heart rate, sleeping patterns, listening music, check app notifications and much more.",97,"Thanks to the last generation technology, AirWatch users enjoy the best information about their health and thousands of aplications available on the market.
AirWatch ergonomic design give extreme wear-ability and comfort. Once in your wirst, you have access to a unlimited source of information, fun, and useful apps for your day to day life. Also you can take part in intense activities like running, gym, swimming without the slightest worry that your AirWatch is going to break or drawn.
Equipped with a sensor, AirWatch owners can also track their sleeping patterns,heart rate, steps and much more.




		SKU: N/A


	Category: Electrical & Tools",,"https://www.myshopwala.com/wp-content/uploads/2019/08/airwatch6.jpg,https://www.myshopwala.com/wp-content/uploads/2019/08/Image2.jpg,https://www.myshopwala.com/wp-content/uploads/2019/08/airwatch5.jpg,https://www.myshopwala.com/wp-content/uploads/2019/08/airwatch1.jpg,https://www.myshopwala.com/wp-content/uploads/2019/08/airwatch3-1.jpg","Quantity ","1 Unit, 2 Units, 3 Units","1","1",,,,
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variable","1","0","visible","taxable","1","0","0","1",,"Home & Garden","AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY","Tired of carying heavy blankets and laying on the dusty ground? Our new invention is just for you! Just blow it up and lay down wherever you want.

Anti-tearing and Leakproof
Fast inflation without pum
Keep inflated for a long time",49,"AirSofa presents you the inflatable lounger, a portable blow up couch that you can take with you for your outdoor activities. The comfortable inflatable lounge chair comes in a practical carrying bag so that you can transport it with ease. It can be inflated using wind, by running in a straight line or by using a fan or hair blower (indoors). AirSofa lets you hang out in total comfort, wherever you might find yourself. It also makes an awesome gift for anyone who loves to spend time outdoors. With AirSofa you will never have to sit on the hard ground again!.

Thick and Strong
Compact Design
Easy to Carry





		SKU: N/A


	Category: Home & Garden","6271","https://www.myshopwala.com/wp-content/uploads/2019/08/airsofa4.png,https://www.myshopwala.com/wp-content/uploads/2019/08/airsofa6.png,https://www.myshopwala.com/wp-content/uploads/2019/08/airsofa9.png,https://www.myshopwala.com/wp-content/uploads/2019/08/airsofa12.jpg,https://www.myshopwala.com/wp-content/uploads/2019/08/airsofa13.jpg","Quantity ","1 Unit, 2 Units, 3 Units, 4 Units, 5 Units","1","1","Choose an option","1 Unit,2 Units,3 Units,4 Units,5 Units","0","1"
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variation","1","0","visible","taxable","1","0","0","0","6271",,"AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY - 1 Unit",,49,,,,,,,,"Choose an option","1 Unit","0","1"
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variation","1","0","visible","taxable","1","0","0","0","6271",,"AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY - 2 Units",,49,,,,,,,,"Choose an option","2 Units","0","1"
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variation","1","0","visible","taxable","1","0","0","0","6271",,"AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY - 3 Units",,49,,,,,,,,"Choose an option","3 Units","0","1"
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variation","1","0","visible","taxable","1","0","0","0","6271",,"AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY - 4 Units",,49,,,,,,,,"Choose an option","4 Units","0","1"
"https://www.myshopwala.com/product/airsofa-innovative-outdoor-sofa-for-your-perfect-holiday/","variation","1","0","visible","taxable","1","0","0","0","6271",,"AirSofa –  INNOVATIVE OUTDOOR SOFA FOR YOUR PERFECT HOLIDAY - 5 Units",,49,,,,,,,,"Choose an option","5 Units","0","1"
